Jahr,Deutschland,Brandenburg/Berlin,Brandenburg,Baden-Wuerttemberg,Bayern,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Niedersachsen/Hamburg/Bremen,Nordrhein-Westfalen,Rheinland-Pfalz,Schleswig-Holstein,Saarland,Sachsen,Sachsen-Anhalt,Thueringen/Sachsen-Anhalt,Thueringen
2003-01-01,16.27,8.48,8.43,21.17,20.35,15.22,9.68,15.67,15.67,22.88,17.72,16.06,20.89,11.23,9.13,11.06,13.58
2004-01-01,21.69,11.91,11.89,27.07,26.27,20.96,13.72,22.28,22.28,27.18,20.34,24.14,24.32,19.53,13.81,15.92,18.67
2005-01-01,20.72,14.55,14.54,27.48,28.16,18.59,14.85,17.55,17.61,23.27,17.05,18.74,20.88,20.71,12.60,14.42,16.79
2006-01-01,19.65,6.95,6.98,29.96,28.31,20.19,12.16,14.61,14.61,23.13,21.67,17.78,26.93,15.16,8.44,12.64,18.13
2007-01-01,27.64,18.96,18.90,33.37,31.71,27.88,20.30,28.69,28.69,34.01,24.18,28.03,31.56,22.00,21.01,22.92,25.41
2008-01-01,20.91,13.86,13.90,28.80,25.46,17.86,12.47,21.06,21.05,23.70,20.08,20.93,24.82,18.44,15.16,15.95,16.98
2009-01-01,20.95,12.76,12.73,29.28,26.92,22.43,11.58,15.93,15.94,24.09,23.35,16.58,28.51,19.78,14.53,17.38,21.11
2010-01-01,23.98,20.80,20.93,29.28,27.92,21.75,19.88,19.68,19.71,23.72,22.68,24.14,30.81,27.50,20.57,21.89,23.62
2011-01-01,20.56,17.63,17.58,25.76,25.86,16.31,19.45,18.06,18.13,21.22,17.16,26.44,20.74,17.39,13.25,14.30,15.68
2012-01-01,20.18,10.53,10.52,31.20,26.98,20.89,9.44,16.77,16.75,21.86,21.38,18.70,28.43,17.76,11.00,14.23,18.45
2013-01-01,21.65,13.80,13.83,30.79,27.76,22.06,16.50,17.25,17.32,18.58,23.52,22.20,29.85,20.15,15.85,17.85,20.46
2014-01-01,19.99,11.16,11.25,27.48,24.63,21.64,14.10,16.89,16.85,22.58,22.43,22.14,26.02,15.36,12.91,15.21,18.22
2015-01-01,18.83,12.89,12.94,21.01,22.07,14.96,14.32,21.37,21.39,22.48,16.33,25.89,18.50,16.10,13.32,13.47,13.66
2016-01-01,18.88,9.71,9.74,28.69,26.66,16.85,9.11,14.84,14.89,19.72,21.64,18.20,28.77,18.09,9.48,12.17,15.67
2017-01-01,24.17,17.00,16.97,29.93,30.38,24.57,18.76,23.67,23.68,23.56,22.75,28.73,28.67,19.51,14.70,17.72,21.66
2018-01-01,15.57,8.24,8.25,23.11,22.63,15.31,9.31,12.01,12.00,16.51,18.24,13.36,27.40,11.42,6.60,9.26,12.74
2019-01-01,19.32,11.39,11.34,28.77,25.02,18.69,13.40,16.53,16.53,20.93,20.00,19.92,28.25,15.01,10.15,12.85,16.37
2020-01-01,19.19,11.27,11.29,26.46,26.57,17.22,13.11,16.80,16.78,18.19,19.51,20.65,28.21,16.07,10.33,13.57,17.80
2021-01-01,22.373384247172993,13.241630648480362,13.285336572867195,30.02138597265102,28.78970517572988,21.41233331579253,14.556302860791789,20.646349954032363,20.687520511992762,25.02423794080853,22.518041341940698,23.5789899346943,29.234584908034087,19.098565180024522,13.32616623963561,15.946243591432726,19.295526425251218
2022-01-01,21.810375102446915,12.84729443462,12.882050083527307,29.534262716799695,28.281477355207457,20.716444585473724,14.2881486722624,19.80554121958758,19.840229928511718,24.249099023729546,22.232400992450525,22.906276116610258,28.87570668201785,18.330307507079333,12.86307888819415,15.380710694078518,18.596480206614274
2023-01-01,21.161599472991856,12.353207125030533,12.378850618342558,28.998168173062737,27.606528271701578,20.02852372184212,13.901567266724285,18.948729034383526,18.97624628799334,23.346142853489248,21.97639362590681,22.003197905403482,28.58427353537249,17.560447850895347,12.388886671988104,14.830733810069798,17.95777859861276
2024-01-01,20.427947098741043,11.759982678991573,11.776364452264328,28.413883317663934,26.76583441176905,19.349469650637495,13.397068807085741,18.07702436649989,18.096692425814837,22.31653965551687,21.750407026076232,20.87096590348174,28.360734820602598,16.789966034986957,11.904188803140698,14.297017773508019,17.38025933812054
2025-01-01,22.391394406872294,13.2693755656502,13.315357968733718,29.993608929901573,28.789572323966414,21.354097537897026,14.614070305095126,20.717763044502924,20.762403946207222,24.9904138961256,22.554091378361157,23.734833464537783,29.304865231636512,19.115835767474266,13.325923690580403,15.949020531076672,19.297679047657436
